日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA10,MA20,Return
2024-12-30,601127,136.6,134.8,137.78,134.33,200059,2709847079.0,2.55,-0.21,-0.28,1.33,133.3,131.905,133.901,-0.0020728457210541507
2024-12-31,601127,135.32,133.39,136.39,131.4,264686,3544296643.0,3.7,-1.05,-1.41,1.75,133.71,132.223,133.802,-0.010459940652819189
2025-01-02,601127,131.66,128.54,131.95,127.77,311939,4042933703.0,3.13,-3.64,-4.85,2.07,133.56199999999998,132.101,133.40550000000002,-0.036359547192443165
2025-01-03,601127,128.88,124.98,129.16,124.85,272432,3448949907.0,3.35,-2.77,-3.56,1.8,131.358,131.519,132.672,-0.02769565893885162
2025-01-06,601127,125.13,124.0,126.95,121.26,259162,3222245715.0,4.55,-0.78,-0.98,1.72,129.142,130.80900000000003,131.969,-0.007841254600736147
2025-01-07,601127,124.28,129.26,129.48,123.21,301873,3821949644.0,5.06,4.24,5.26,2.0,128.034,130.667,131.21099999999998,0.04241935483870951
2025-01-08,601127,128.44,127.78,128.8,124.28,254427,3224048217.0,3.5,-1.14,-1.48,1.69,126.91199999999999,130.311,130.8915,-0.0114497911186755
2025-01-09,601127,126.57,128.96,129.87,126.55,210618,2708094573.0,2.6,0.92,1.18,1.4,126.99600000000001,130.279,130.67000000000002,0.009234622006573767
2025-01-10,601127,128.14,128.17,132.32,127.83,283848,3686239755.0,3.48,-0.61,-0.79,1.88,127.63399999999999,129.49599999999998,130.2495,-0.0061259305210920045
2025-01-13,601127,130.74,132.0,135.0,130.01,342402,4536420714.0,3.89,2.99,3.83,2.27,129.23399999999998,129.188,130.3415,0.029882187719435294
2025-01-14,601127,131.21,138.71,139.0,130.7,491443,6701713042.0,6.29,5.08,6.71,3.26,131.124,129.579,130.74200000000002,0.050833333333333286
2025-01-15,601127,138.0,137.8,139.82,136.16,310981,4274380583.0,2.64,-0.66,-0.91,2.06,133.12800000000001,130.01999999999998,131.1215,-0.006560449859418949
2025-01-16,601127,137.89,135.39,139.68,134.67,298467,4088001741.0,3.64,-1.75,-2.41,1.98,134.414,130.70499999999998,131.40300000000002,-0.017489114658926108
2025-01-17,601127,134.52,135.07,136.13,133.31,203165,2737173131.0,2.08,-0.24,-0.32,1.35,135.794,131.714,131.6165,-0.0023635423591106264
2025-01-20,601127,137.0,136.66,138.52,136.0,237051,3251529540.0,1.87,1.18,1.59,1.57,136.726,132.98,131.8945,0.01177167394684231
2025-01-21,601127,137.01,138.91,139.49,135.42,292669,4028316167.0,2.98,1.65,2.25,1.94,136.766,133.945,132.306,0.016464217766720246
2025-01-22,601127,135.0,131.9,135.88,131.01,485679,6459729801.0,3.51,-5.05,-7.01,3.22,135.586,134.357,132.334,-0.0504643294219278
2025-01-23,601127,133.05,131.7,134.98,131.47,244240,3251102026.0,2.66,-0.15,-0.2,1.62,134.84799999999998,134.631,132.45499999999998,-0.0015163002274451998
2025-01-24,601127,130.2,132.8,132.98,130.11,211688,2786763219.0,2.18,0.84,1.1,1.4,134.394,135.094,132.29500000000002,0.008352315869400329
2025-01-27,601127,133.0,132.79,135.44,131.01,226160,3006594293.0,3.34,-0.01,-0.01,1.5,133.62,135.173,132.1805,-7.530120481946678e-05
2025-02-05,601127,128.4,127.5,128.49,126.0,292670,3726418964.0,1.88,-3.98,-5.29,1.94,131.33800000000002,134.052,131.8155,-0.0398373371488816
2025-02-06,601127,126.65,130.99,131.29,125.09,349331,4483384114.0,4.86,2.74,3.49,2.31,131.156,133.37099999999998,131.69549999999998,0.02737254901960795
2025-02-07,601127,130.7,132.64,134.0,129.82,367310,4848545002.0,3.19,1.26,1.65,2.43,131.344,133.096,131.9005,0.01259638140316044
2025-02-10,601127,132.05,132.77,134.59,131.25,290026,3842317200.0,2.52,0.1,0.13,1.92,131.338,132.866,132.29,0.0009800965018096353
2025-02-11,601127,130.89,125.2,132.5,125.0,534300,6790497296.0,5.65,-5.7,-7.57,3.54,129.82,131.72,132.35,-0.0570158921443098
2025-02-12,601127,121.0,123.66,124.56,120.1,398307,4871372965.0,3.56,-1.23,-1.54,2.64,129.052,130.195,132.07,-0.012300319488817935
2025-02-13,601127,123.6,120.03,124.23,120.0,391274,4758022643.0,3.42,-2.94,-3.63,2.59,126.85999999999999,129.00799999999998,131.6825,-0.029354682193110104
2025-02-14,601127,119.9,122.17,123.5,119.23,308807,3770657186.0,3.56,1.78,2.14,2.05,124.766,128.055,131.34300000000002,0.017828876114304837
2025-02-17,601127,120.86,121.08,122.3,119.42,296353,3573377558.0,2.36,-0.89,-1.09,1.96,122.428,126.883,130.9885,-0.008921993942866524
2025-02-18,601127,121.09,119.02,121.24,118.11,320946,3834352049.0,2.59,-1.7,-2.06,2.13,121.19200000000001,125.506,130.3395,-0.017013544763792576
2025-02-19,601127,118.39,119.49,120.68,117.01,306836,3643011928.0,3.08,0.39,0.47,2.03,120.35799999999999,124.705,129.37849999999997,0.003948916148546422
2025-02-20,601127,121.5,122.96,123.9,120.85,383179,4696931141.0,2.55,2.9,3.47,2.54,120.944,123.902,128.6365,0.029040087036572126
2025-02-21,601127,122.43,122.62,123.47,120.5,310635,3792217954.0,2.42,-0.28,-0.34,2.06,121.03400000000002,122.9,127.998,-0.0027651268705268794
2025-02-24,601127,121.61,123.71,126.2,121.21,282894,3503386694.0,4.07,0.89,1.09,1.87,121.55999999999999,121.994,127.42999999999999,0.008889251345620464
2025-02-25,601127,122.6,127.98,129.0,121.8,496356,6261882921.0,5.82,3.45,4.27,3.29,123.352,122.27199999999998,126.99600000000001,0.034516207258912024
2025-02-26,601127,127.0,126.06,127.97,125.42,314364,3982452810.0,1.99,-1.5,-1.92,2.08,124.66599999999998,122.51200000000001,126.35349999999998,-0.015002344116268218
2025-02-27,601127,126.06,126.88,130.3,125.73,306346,3922540752.0,3.63,0.65,0.82,2.03,125.45,123.197,126.10249999999999,0.0065048389655719685
2025-02-28,601127,125.6,121.51,125.67,121.5,288113,3545654757.0,3.29,-4.23,-5.37,1.91,125.228,123.131,125.593,-0.042323455233291174
2025-03-03,601127,122.72,122.5,124.46,121.52,189532,2332610288.0,2.42,0.81,0.99,1.26,124.98600000000002,123.273,125.078,0.008147477573862139
